Points_0,Points_1,Points_2,qr
0.881,0,0.05,-46297.1
0.882,0,0.05,-46319.1
0.883,0,0.05,-46341.2
0.884,0,0.05,-46363.2
0.885,0,0.05,-46385.2
0.886,0,0.05,-46407.2
0.887,0,0.05,-46429.3
0.888,0,0.05,-46451.3
0.889,0,0.05,-46473.3
0.89,0,0.05,-46495.3
0.891,0,0.05,-46517.3
0.892,0,0.05,-46539.4
0.893,0,0.05,-46561.4
0.894,0,0.05,-46583.4
0.895,0,0.05,-46605.4
0.896,0,0.05,-46627.5
0.897,0,0.05,-46649.5
0.898,0,0.05,-46671.5
0.899,0,0.05,-46693.5
0.9,0,0.05,-46715.6
0.901,0,0.05,-46742.4
0.902,0,0.05,-46769.2
0.903,0,0.05,-46796
0.904,0,0.05,-46822.9
0.905,0,0.05,-46849.7
0.906,0,0.05,-46876.5
0.907,0,0.05,-46903.4
0.908,0,0.05,-46930.2
0.909,0,0.05,-46957
0.91,0,0.05,-46983.9
0.911,0,0.05,-47010.7
0.912,0,0.05,-47037.5
0.913,0,0.05,-47064.3
0.914,0,0.05,-47091.2
0.915,0,0.05,-47118
0.916,0,0.05,-47144.8
0.917,0,0.05,-47171.7
0.918,0,0.05,-47198.5
0.919,0,0.05,-47225.3
0.92,0,0.05,-47252.2
0.921,0,0.05,-47279
0.922,0,0.05,-47305.8
0.923,0,0.05,-47332.6
0.924,0,0.05,-47359.5
0.925,0,0.05,-47386.3
0.926,0,0.05,-47413.1
0.927,0,0.05,-47440
0.928,0,0.05,-47466.8
0.929,0,0.05,-47493.6
0.93,0,0.05,-47520.5
0.931,0,0.05,-47547.3
0.932,0,0.05,-47574.1
0.933,0,0.05,-47601
0.934,0,0.05,-47635.5
0.935,0,0.05,-47674
0.936,0,0.05,-47712.5
0.937,0,0.05,-47750.9
0.938,0,0.05,-47789.4
0.939,0,0.05,-47827.8
0.94,0,0.05,-47866.3
0.941,0,0.05,-47904.8
0.942,0,0.05,-47943.2
0.943,0,0.05,-47981.7
0.944,0,0.05,-48020.2
0.945,0,0.05,-48058.6
0.946,0,0.05,-48097.1
0.947,0,0.05,-48135.5
0.948,0,0.05,-48174
0.949,0,0.05,-48212.5
0.95,0,0.05,-48250.9
0.951,0,0.05,-48289.4
0.952,0,0.05,-48327.8
0.953,0,0.05,-48366.3
0.954,0,0.05,-48404.8
0.955,0,0.05,-48443.2
0.956,0,0.05,-48481.7
0.957,0,0.05,-48520.2
0.958,0,0.05,-48558.6
0.959,0,0.05,-48597.1
0.96,0,0.05,-48635.5
0.961,0,0.05,-48674
0.962,0,0.05,-48712.5
0.963,0,0.05,-48750.9
0.964,0,0.05,-48789.4
0.965,0,0.05,-48827.8
0.966,0,0.05,-48866.3
0.967,0,0.05,-48899.9
0.968,0,0.05,-48923.6
0.969,0,0.05,-48947.4
0.97,0,0.05,-48971.1
0.971,0,0.05,-48994.9
0.972,0,0.05,-49018.6
0.973,0,0.05,-49042.4
0.974,0,0.05,-49066.1
0.975,0,0.05,-49089.9
0.976,0,0.05,-49113.6
0.977,0,0.05,-49137.4
0.978,0,0.05,-49161.1
0.979,0,0.05,-49184.9
0.98,0,0.05,-49208.6
0.981,0,0.05,-49232.4
0.982,0,0.05,-49256.2
0.983,0,0.05,-49279.9
0.984,0,0.05,-49303.7
0.985,0,0.05,-49327.4
0.986,0,0.05,-49351.2
0.987,0,0.05,-49374.9
0.988,0,0.05,-49398.7
0.989,0,0.05,-49422.4
0.99,0,0.05,-49446.2
0.991,0,0.05,-49469.9
0.992,0,0.05,-49493.7
0.993,0,0.05,-49517.4
0.994,0,0.05,-49541.2
0.995,0,0.05,-49564.9
0.996,0,0.05,-49588.7
0.997,0,0.05,-49612.4
0.998,0,0.05,-49636.2
0.999,0,0.05,-49659.9
1,0,0.05,35517.8
