Points_0,Points_1,Points_2,qr
1,0.936,0.05,6062.54
1,0.937,0.05,6043.47
1,0.938,0.05,6024.41
1,0.939,0.05,6005.34
1,0.94,0.05,5986.27
1,0.941,0.05,5967.21
1,0.942,0.05,5948.14
1,0.943,0.05,5929.07
1,0.944,0.05,5910.01
1,0.945,0.05,5890.94
1,0.946,0.05,5871.88
1,0.947,0.05,5852.81
1,0.948,0.05,5833.74
1,0.949,0.05,5814.68
1,0.95,0.05,5795.61
1,0.951,0.05,5776.54
1,0.952,0.05,5757.48
1,0.953,0.05,5738.41
1,0.954,0.05,5719.34
1,0.955,0.05,5700.28
1,0.956,0.05,5681.21
1,0.957,0.05,5662.14
1,0.958,0.05,5643.08
1,0.959,0.05,5624.01
1,0.96,0.05,5604.94
1,0.961,0.05,5585.88
1,0.962,0.05,5566.81
1,0.963,0.05,5547.75
1,0.964,0.05,5528.68
1,0.965,0.05,5509.61
1,0.966,0.05,5490.54
1,0.967,0.05,5474.02
1,0.968,0.05,5462.56
1,0.969,0.05,5451.11
1,0.97,0.05,5439.66
1,0.971,0.05,5428.21
1,0.972,0.05,5416.76
1,0.973,0.05,5405.3
1,0.974,0.05,5393.85
1,0.975,0.05,5382.4
1,0.976,0.05,5370.95
1,0.977,0.05,5359.49
1,0.978,0.05,5348.04
1,0.979,0.05,5336.59
1,0.98,0.05,5325.14
1,0.981,0.05,5313.68
1,0.982,0.05,5302.23
1,0.983,0.05,5290.78
1,0.984,0.05,5279.33
1,0.985,0.05,5267.88
1,0.986,0.05,5256.42
1,0.987,0.05,5244.97
1,0.988,0.05,5233.52
1,0.989,0.05,5222.07
1,0.99,0.05,5210.61
1,0.991,0.05,5199.16
1,0.992,0.05,5187.71
1,0.993,0.05,5176.26
1,0.994,0.05,5164.8
1,0.995,0.05,5153.35
1,0.996,0.05,5141.9
1,0.997,0.05,5130.45
1,0.998,0.05,5118.99
1,0.999,0.05,5107.54
1,1,0.05,8903.32
