Points_0,Points_1,Points_2,qr
0.937,1,0.05,9817.62
0.938,1,0.05,9798.56
0.939,1,0.05,9779.5
0.94,1,0.05,9760.45
0.941,1,0.05,9741.39
0.942,1,0.05,9722.33
0.943,1,0.05,9703.28
0.944,1,0.05,9684.22
0.945,1,0.05,9665.16
0.946,1,0.05,9646.1
0.947,1,0.05,9627.05
0.948,1,0.05,9607.99
0.949,1,0.05,9588.93
0.95,1,0.05,9569.88
0.951,1,0.05,9550.82
0.952,1,0.05,9531.76
0.953,1,0.05,9512.7
0.954,1,0.05,9493.65
0.955,1,0.05,9474.59
0.956,1,0.05,9455.53
0.957,1,0.05,9436.47
0.958,1,0.05,9417.42
0.959,1,0.05,9398.36
0.96,1,0.05,9379.3
0.961,1,0.05,9360.25
0.962,1,0.05,9341.19
0.963,1,0.05,9322.13
0.964,1,0.05,9303.08
0.965,1,0.05,9284.02
0.966,1,0.05,9264.96
0.967,1,0.05,9248.77
0.968,1,0.05,9238.3
0.969,1,0.05,9227.83
0.97,1,0.05,9217.36
0.971,1,0.05,9206.89
0.972,1,0.05,9196.43
0.973,1,0.05,9185.96
0.974,1,0.05,9175.49
0.975,1,0.05,9165.02
0.976,1,0.05,9154.55
0.977,1,0.05,9144.09
0.978,1,0.05,9133.62
0.979,1,0.05,9123.15
0.98,1,0.05,9112.68
0.981,1,0.05,9102.21
0.982,1,0.05,9091.75
0.983,1,0.05,9081.28
0.984,1,0.05,9070.81
0.985,1,0.05,9060.34
0.986,1,0.05,9049.87
0.987,1,0.05,9039.41
0.988,1,0.05,9028.94
0.989,1,0.05,9018.47
0.99,1,0.05,9008
0.991,1,0.05,8997.53
0.992,1,0.05,8987.07
0.993,1,0.05,8976.6
0.994,1,0.05,8966.13
0.995,1,0.05,8955.66
0.996,1,0.05,8945.19
0.997,1,0.05,8934.72
0.998,1,0.05,8924.26
0.999,1,0.05,8913.79
1,1,0.05,8903.32
