Points_0,Points_1,Points_2,Points_Magnitude,qem,qin,qr
0.448,0,0.05,0.450782,-3544.01,24783.6,21239.6
0.449,0,0.05,0.451775,-3544.01,24786.6,21242.6
0.45,0,0.05,0.452769,-3544.01,24789.7,21245.7
0.451,0,0.05,0.453763,-3544.01,24790.7,21246.7
0.452,0,0.05,0.454757,-3544.01,24791.7,21247.7
0.453,0,0.05,0.455751,-3544.01,24792.7,21248.7
0.454,0,0.05,0.456745,-3544.01,24793.7,21249.7
0.455,0,0.05,0.457739,-3544.01,24794.7,21250.7
0.456,0,0.05,0.458733,-3544.01,24795.7,21251.7
0.457,0,0.05,0.459727,-3544.01,24796.7,21252.7
0.458,0,0.05,0.460721,-3544.01,24797.7,21253.7
0.459,0,0.05,0.461715,-3544.01,24798.7,21254.7
0.46,0,0.05,0.462709,-3544.01,24799.7,21255.7
0.461,0,0.05,0.463704,-3544.01,24800.7,21256.7
0.462,0,0.05,0.464698,-3544.01,24801.7,21257.7
0.463,0,0.05,0.465692,-3544.01,24802.7,21258.7
0.464,0,0.05,0.466686,-3544.01,24803.7,21259.7
0.465,0,0.05,0.46768,-3544.01,24804.7,21260.7
0.466,0,0.05,0.468675,-3544.01,24805.7,21261.7
0.467,0,0.05,0.469669,-3544.01,24806.7,21262.7
0.468,0,0.05,0.470663,-3544.01,24807.7,21263.7
0.469,0,0.05,0.471658,-3544.01,24808.7,21264.7
0.47,0,0.05,0.472652,-3544.01,24809.7,21265.7
0.471,0,0.05,0.473646,-3544.01,24810.7,21266.7
0.472,0,0.05,0.474641,-3544.01,24811.7,21267.7
0.473,0,0.05,0.475635,-3544.01,24812.7,21268.7
0.474,0,0.05,0.47663,-3544.01,24813.7,21269.7
0.475,0,0.05,0.477624,-3544.01,24814.8,21270.8
0.476,0,0.05,0.478619,-3544.01,24815.8,21271.8
0.477,0,0.05,0.479613,-3544.01,24816.8,21272.8
0.478,0,0.05,0.480608,-3544.01,24817.8,21273.8
0.479,0,0.05,0.481603,-3544.01,24818.8,21274.8
0.48,0,0.05,0.482597,-3544.01,24819.8,21275.8
0.481,0,0.05,0.483592,-3544.01,24820.8,21276.8
0.482,0,0.05,0.484586,-3544.01,24821.8,21277.8
0.483,0,0.05,0.485581,-3544.01,24822.8,21278.8
0.484,0,0.05,0.486576,-3544.01,24823.8,21279.8
0.485,0,0.05,0.487571,-3544.01,24824.8,21280.8
0.486,0,0.05,0.488565,-3544.01,24825.8,21281.8
0.487,0,0.05,0.48956,-3544.01,24826.8,21282.8
0.488,0,0.05,0.490555,-3544.01,24827.8,21283.8
0.489,0,0.05,0.49155,-3544.01,24828.8,21284.8
0.49,0,0.05,0.492544,-3544.01,24829.8,21285.8
0.491,0,0.05,0.493539,-3544.01,24830.8,21286.8
0.492,0,0.05,0.494534,-3544.01,24831.8,21287.8
0.493,0,0.05,0.495529,-3544.01,24832.8,21288.8
0.494,0,0.05,0.496524,-3544.01,24833.8,21289.8
0.495,0,0.05,0.497519,-3544.01,24834.8,21290.8
0.496,0,0.05,0.498514,-3544.01,24835.8,21291.8
0.497,0,0.05,0.499509,-3544.01,24836.8,21292.8
0.498,0,0.05,0.500504,-3544.01,24837.8,21293.8
0.499,0,0.05,0.501499,-3544.01,24838.8,21294.8
0.5,0,0.05,0.502494,-3544.01,24839.8,21295.8
0.501,0,0.05,0.503489,-3544.01,24838.8,21294.8
0.502,0,0.05,0.504484,-3544.01,24837.8,21293.8
0.503,0,0.05,0.505479,-3544.01,24836.8,21292.8
0.504,0,0.05,0.506474,-3544.01,24835.8,21291.8
0.505,0,0.05,0.507469,-3544.01,24834.8,21290.8
0.506,0,0.05,0.508464,-3544.01,24833.8,21289.8
0.507,0,0.05,0.50946,-3544.01,24832.8,21288.8
0.508,0,0.05,0.510455,-3544.01,24831.8,21287.8
0.509,0,0.05,0.51145,-3544.01,24830.8,21286.8
0.51,0,0.05,0.512445,-3544.01,24829.8,21285.8
0.511,0,0.05,0.51344,-3544.01,24828.8,21284.8
0.512,0,0.05,0.514436,-3544.01,24827.8,21283.8
0.513,0,0.05,0.515431,-3544.01,24826.8,21282.8
0.514,0,0.05,0.516426,-3544.01,24825.8,21281.8
0.515,0,0.05,0.517421,-3544.01,24824.8,21280.8
0.516,0,0.05,0.518417,-3544.01,24823.8,21279.8
0.517,0,0.05,0.519412,-3544.01,24822.8,21278.8
0.518,0,0.05,0.520408,-3544.01,24821.8,21277.8
0.519,0,0.05,0.521403,-3544.01,24820.8,21276.8
0.52,0,0.05,0.522398,-3544.01,24819.8,21275.8
0.521,0,0.05,0.523394,-3544.01,24818.8,21274.8
0.522,0,0.05,0.524389,-3544.01,24817.8,21273.8
0.523,0,0.05,0.525385,-3544.01,24816.8,21272.8
0.524,0,0.05,0.52638,-3544.01,24815.8,21271.8
0.525,0,0.05,0.527376,-3544.01,24814.8,21270.8
0.526,0,0.05,0.528371,-3544.01,24813.7,21269.7
0.527,0,0.05,0.529367,-3544.01,24812.7,21268.7
0.528,0,0.05,0.530362,-3544.01,24811.7,21267.7
0.529,0,0.05,0.531358,-3544.01,24810.7,21266.7
0.53,0,0.05,0.532353,-3544.01,24809.7,21265.7
0.531,0,0.05,0.533349,-3544.01,24808.7,21264.7
0.532,0,0.05,0.534344,-3544.01,24807.7,21263.7
0.533,0,0.05,0.53534,-3544.01,24806.7,21262.7
0.534,0,0.05,0.536336,-3544.01,24805.7,21261.7
0.535,0,0.05,0.537331,-3544.01,24804.7,21260.7
0.536,0,0.05,0.538327,-3544.01,24803.7,21259.7
0.537,0,0.05,0.539323,-3544.01,24802.7,21258.7
0.538,0,0.05,0.540318,-3544.01,24801.7,21257.7
0.539,0,0.05,0.541314,-3544.01,24800.7,21256.7
0.54,0,0.05,0.54231,-3544.01,24799.7,21255.7
0.541,0,0.05,0.543306,-3544.01,24798.7,21254.7
0.542,0,0.05,0.544301,-3544.01,24797.7,21253.7
0.543,0,0.05,0.545297,-3544.01,24796.7,21252.7
0.544,0,0.05,0.546293,-3544.01,24795.7,21251.7
0.545,0,0.05,0.547289,-3544.01,24794.7,21250.7
0.546,0,0.05,0.548285,-3544.01,24793.7,21249.7
0.547,0,0.05,0.54928,-3544.01,24792.7,21248.7
0.548,0,0.05,0.550276,-3544.01,24791.7,21247.7
0.549,0,0.05,0.551272,-3544.01,24790.7,21246.7
0.55,0,0.05,0.552268,-3544.01,24789.7,21245.7
0.551,0,0.05,0.553264,-3544.01,24786.6,21242.6
0.552,0,0.05,0.55426,-3544.01,24783.6,21239.6
0.553,0,0.05,0.555256,-3544.01,24780.5,21236.5
0.554,0,0.05,0.556252,-3544.01,24777.4,21233.4
0.555,0,0.05,0.557248,-3544.01,24774.3,21230.3
0.556,0,0.05,0.558244,-3544.01,24771.3,21227.3
0.557,0,0.05,0.55924,-3544.01,24768.2,21224.2
0.558,0,0.05,0.560236,-3544.01,24765.1,21221.1
0.559,0,0.05,0.561232,-3544.01,24762.1,21218.1
0.56,0,0.05,0.562228,-3544.01,24759,21215
0.561,0,0.05,0.563224,-3544.01,24755.9,21211.9
0.562,0,0.05,0.56422,-3544.01,24752.8,21208.8
0.563,0,0.05,0.565216,-3544.01,24749.8,21205.8
0.564,0,0.05,0.566212,-3544.01,24746.7,21202.7
0.565,0,0.05,0.567208,-3544.01,24743.6,21199.6
0.566,0,0.05,0.568204,-3544.01,24740.6,21196.5
0.567,0,0.05,0.5692,-3544.01,24737.5,21193.5
0.568,0,0.05,0.570197,-3544.01,24734.4,21190.4
0.569,0,0.05,0.571193,-3544.01,24731.3,21187.3
0.57,0,0.05,0.572189,-3544.01,24728.3,21184.3
0.571,0,0.05,0.573185,-3544.01,24725.2,21181.2
0.572,0,0.05,0.574181,-3544.01,24722.1,21178.1
0.573,0,0.05,0.575177,-3544.01,24719.1,21175
0.574,0,0.05,0.576174,-3544.01,24716,21172
0.575,0,0.05,0.57717,-3544.01,24712.9,21168.9
0.576,0,0.05,0.578166,-3544.01,24709.9,21165.8
0.577,0,0.05,0.579162,-3544.01,24706.8,21162.8
0.578,0,0.05,0.580159,-3544.01,24703.7,21159.7
0.579,0,0.05,0.581155,-3544.01,24700.6,21156.6
0.58,0,0.05,0.582151,-3544.01,24697.6,21153.5
0.581,0,0.05,0.583147,-3544.01,24694.5,21150.5
0.582,0,0.05,0.584144,-3544.01,24691.4,21147.4
0.583,0,0.05,0.58514,-3544.01,24688.4,21144.3
0.584,0,0.05,0.586137,-3544.01,24685.3,21141.3
0.585,0,0.05,0.587133,-3544.01,24682.2,21138.2
0.586,0,0.05,0.588129,-3544.01,24679.1,21135.1
0.587,0,0.05,0.589126,-3544.01,24676.1,21132
0.588,0,0.05,0.590122,-3544.01,24673,21129
0.589,0,0.05,0.591118,-3544.01,24669.9,21125.9
0.59,0,0.05,0.592115,-3544.01,24666.9,21122.8
0.591,0,0.05,0.593111,-3544.01,24663.8,21119.7
0.592,0,0.05,0.594108,-3544.01,24660.7,21116.7
0.593,0,0.05,0.595104,-3544.01,24657.6,21113.6
0.594,0,0.05,0.596101,-3544.01,24654.6,21110.5
0.595,0,0.05,0.597097,-3544.01,24651.5,21107.5
0.596,0,0.05,0.598094,-3544.01,24648.4,21104.4
0.597,0,0.05,0.59909,-3544.01,24645.4,21101.3
0.598,0,0.05,0.600087,-3544.01,24642.3,21098.2
0.599,0,0.05,0.601083,-3544.01,24639.2,21095.2
0.6,0,0.05,0.60208,-3544.01,24636.1,21092.1
0.601,0,0.05,0.603076,-3544.01,24630.8,21086.8
0.602,0,0.05,0.604073,-3544.01,24625.5,21081.4
0.603,0,0.05,0.605069,-3544.01,24620.1,21076.1
0.604,0,0.05,0.606066,-3544.01,24614.8,21070.7
0.605,0,0.05,0.607063,-3544.01,24609.4,21065.4
0.606,0,0.05,0.608059,-3544.01,24604.1,21060
0.607,0,0.05,0.609056,-3544.01,24598.7,21054.7
0.608,0,0.05,0.610052,-3544.01,24593.4,21049.3
0.609,0,0.05,0.611049,-3544.01,24588,21044
0.61,0,0.05,0.612046,-3544.01,24582.7,21038.6
0.611,0,0.05,0.613042,-3544.01,24577.3,21033.3
0.612,0,0.05,0.614039,-3544.01,24572,21027.9
0.613,0,0.05,0.615036,-3544.01,24566.6,21022.6
0.614,0,0.05,0.616032,-3544.01,24561.3,21017.2
0.615,0,0.05,0.617029,-3544.01,24555.9,21011.9
0.616,0,0.05,0.618026,-3544.01,24550.6,21006.5
0.617,0,0.05,0.619023,-3544.01,24545.2,21001.2
0.618,0,0.05,0.620019,-3544.01,24539.9,20995.9
0.619,0,0.05,0.621016,-3544.01,24534.6,20990.5
0.62,0,0.05,0.622013,-3544.01,24529.2,20985.2
0.621,0,0.05,0.62301,-3544.01,24523.9,20979.8
0.622,0,0.05,0.624006,-3544.01,24518.5,20974.5
0.623,0,0.05,0.625003,-3544.01,24513.2,20969.1
0.624,0,0.05,0.626,-3544.01,24507.8,20963.8
0.625,0,0.05,0.626997,-3544.01,24502.5,20958.4
0.626,0,0.05,0.627994,-3544.01,24497.1,20953.1
0.627,0,0.05,0.62899,-3544.01,24491.8,20947.7
0.628,0,0.05,0.629987,-3544.01,24486.4,20942.4
0.629,0,0.05,0.630984,-3544.01,24481.1,20937
0.63,0,0.05,0.631981,-3544.01,24475.7,20931.7
0.631,0,0.05,0.632978,-3544.01,24470.4,20926.3
0.632,0,0.05,0.633975,-3544.01,24465,20921
0.633,0,0.05,0.634972,-3544.01,24459.7,20915.6
0.634,0,0.05,0.635969,-3544.01,24454.4,20910.3
0.635,0,0.05,0.636965,-3544.01,24449,20905
0.636,0,0.05,0.637962,-3544.01,24443.7,20899.6
0.637,0,0.05,0.638959,-3544.01,24438.3,20894.3
0.638,0,0.05,0.639956,-3544.01,24433,20888.9
0.639,0,0.05,0.640953,-3544.01,24427.6,20883.6
0.64,0,0.05,0.64195,-3544.01,24422.3,20878.2
0.641,0,0.05,0.642947,-3544.01,24416.9,20872.9
0.642,0,0.05,0.643944,-3544.01,24411.6,20867.5
0.643,0,0.05,0.644941,-3544.01,24406.2,20862.2
0.644,0,0.05,0.645938,-3544.01,24400.9,20856.8
0.645,0,0.05,0.646935,-3544.01,24395.5,20851.5
0.646,0,0.05,0.647932,-3544.01,24390.2,20846.1
0.647,0,0.05,0.648929,-3544.01,24384.8,20840.8
0.648,0,0.05,0.649926,-3544.01,24379.5,20835.4
0.649,0,0.05,0.650923,-3544.01,24374.1,20830.1
0.65,0,0.05,0.65192,-3544.01,24368.8,20824.8
0.651,0,0.05,0.652917,-3544.01,24360.8,20816.7
0.652,0,0.05,0.653914,-3544.01,24352.8,20808.7
0.653,0,0.05,0.654911,-3544.01,24344.8,20800.7
0.654,0,0.05,0.655909,-3544.01,24336.8,20792.7
0.655,0,0.05,0.656906,-3544.01,24328.8,20784.7
0.656,0,0.05,0.657903,-3544.01,24320.8,20776.7
0.657,0,0.05,0.6589,-3544.01,24312.8,20768.7
0.658,0,0.05,0.659897,-3544.01,24304.8,20760.7
0.659,0,0.05,0.660894,-3544.01,24296.8,20752.7
0.66,0,0.05,0.661891,-3544.01,24288.8,20744.7
0.661,0,0.05,0.662888,-3544.01,24280.8,20736.7
0.662,0,0.05,0.663886,-3544.01,24272.8,20728.7
0.663,0,0.05,0.664883,-3544.01,24264.7,20720.7
0.664,0,0.05,0.66588,-3544.01,24256.7,20712.7
0.665,0,0.05,0.666877,-3544.01,24248.7,20704.7
0.666,0,0.05,0.667874,-3544.01,24240.7,20696.7
0.667,0,0.05,0.668871,-3544.01,24232.7,20688.7
0.668,0,0.05,0.669869,-3544.01,24224.7,20680.7
0.669,0,0.05,0.670866,-3544.01,24216.7,20672.7
0.67,0,0.05,0.671863,-3544.01,24208.7,20664.7
0.671,0,0.05,0.67286,-3544.01,24200.7,20656.7
0.672,0,0.05,0.673858,-3544.01,24192.7,20648.7
0.673,0,0.05,0.674855,-3544.01,24184.7,20640.7
0.674,0,0.05,0.675852,-3544.01,24176.7,20632.7
0.675,0,0.05,0.676849,-3544.01,24168.7,20624.7
0.676,0,0.05,0.677847,-3544.01,24160.7,20616.7
0.677,0,0.05,0.678844,-3544.01,24152.7,20608.7
0.678,0,0.05,0.679841,-3544.01,24144.7,20600.7
0.679,0,0.05,0.680838,-3544.01,24136.7,20592.7
0.68,0,0.05,0.681836,-3544.01,24128.7,20584.7
0.681,0,0.05,0.682833,-3544.01,24120.7,20576.7
0.682,0,0.05,0.68383,-3544.01,24112.7,20568.7
0.683,0,0.05,0.684828,-3544.01,24104.7,20560.7
0.684,0,0.05,0.685825,-3544.01,24096.7,20552.6
0.685,0,0.05,0.686822,-3544.01,24088.7,20544.6
0.686,0,0.05,0.68782,-3544.01,24080.7,20536.6
0.687,0,0.05,0.688817,-3544.01,24072.7,20528.6
0.688,0,0.05,0.689815,-3544.01,24064.6,20520.6
0.689,0,0.05,0.690812,-3544.01,24056.6,20512.6
0.69,0,0.05,0.691809,-3544.01,24048.6,20504.6
0.691,0,0.05,0.692807,-3544.01,24040.6,20496.6
0.692,0,0.05,0.693804,-3544.01,24032.6,20488.6
0.693,0,0.05,0.694801,-3544.01,24024.6,20480.6
0.694,0,0.05,0.695799,-3544.01,24016.6,20472.6
0.695,0,0.05,0.696796,-3544.01,24008.6,20464.6
0.696,0,0.05,0.697794,-3544.01,24000.6,20456.6
0.697,0,0.05,0.698791,-3544.01,23992.6,20448.6
0.698,0,0.05,0.699789,-3544.01,23984.6,20440.6
0.699,0,0.05,0.700786,-3544.01,23976.6,20432.6
0.7,0,0.05,0.701783,-3544.01,23968.6,20424.6
0.701,0,0.05,0.702781,-3544.01,23957.3,20413.3
0.702,0,0.05,0.703778,-3544.01,23946,20402
0.703,0,0.05,0.704776,-3544.01,23934.7,20390.7
0.704,0,0.05,0.705773,-3544.01,23923.4,20379.4
0.705,0,0.05,0.706771,-3544.01,23912.1,20368.1
0.706,0,0.05,0.707768,-3544.01,23900.8,20356.8
0.707,0,0.05,0.708766,-3544.01,23889.5,20345.5
0.708,0,0.05,0.709763,-3544.01,23878.2,20334.2
0.709,0,0.05,0.710761,-3544.01,23866.9,20322.9
0.71,0,0.05,0.711758,-3544.01,23855.6,20311.6
0.711,0,0.05,0.712756,-3544.01,23844.3,20300.3
0.712,0,0.05,0.713753,-3544.01,23833,20289
0.713,0,0.05,0.714751,-3544.01,23821.7,20277.7
0.714,0,0.05,0.715749,-3544.01,23810.4,20266.4
0.715,0,0.05,0.716746,-3544.01,23799.1,20255.1
0.716,0,0.05,0.717744,-3544.01,23787.8,20243.8
0.717,0,0.05,0.718741,-3544.01,23776.5,20232.5
0.718,0,0.05,0.719739,-3544.01,23765.2,20221.2
0.719,0,0.05,0.720736,-3544.01,23753.9,20209.9
0.72,0,0.05,0.721734,-3544.01,23742.6,20198.6
0.721,0,0.05,0.722732,-3544.01,23731.3,20187.3
0.722,0,0.05,0.723729,-3544.01,23720,20176
0.723,0,0.05,0.724727,-3544.01,23708.7,20164.7
0.724,0,0.05,0.725724,-3544.01,23697.4,20153.4
0.725,0,0.05,0.726722,-3544.01,23686.1,20142.1
0.726,0,0.05,0.72772,-3544.01,23674.8,20130.8
0.727,0,0.05,0.728717,-3544.01,23663.5,20119.5
0.728,0,0.05,0.729715,-3544.01,23652.2,20108.2
0.729,0,0.05,0.730713,-3544.01,23640.9,20096.9
0.73,0,0.05,0.73171,-3544.01,23629.6,20085.6
0.731,0,0.05,0.732708,-3544.01,23618.3,20074.3
0.732,0,0.05,0.733706,-3544.01,23607,20063
0.733,0,0.05,0.734703,-3544.01,23595.7,20051.7
0.734,0,0.05,0.735701,-3544.01,23584.4,20040.4
0.735,0,0.05,0.736699,-3544.01,23573.1,20029.1
0.736,0,0.05,0.737696,-3544.01,23561.8,20017.8
0.737,0,0.05,0.738694,-3544.01,23550.5,20006.5
0.738,0,0.05,0.739692,-3544.01,23539.2,19995.2
0.739,0,0.05,0.74069,-3544.01,23527.9,19983.9
0.74,0,0.05,0.741687,-3544.01,23516.6,19972.6
0.741,0,0.05,0.742685,-3544.01,23505.3,19961.3
0.742,0,0.05,0.743683,-3544.01,23494,19950
0.743,0,0.05,0.74468,-3544.01,23482.7,19938.7
0.744,0,0.05,0.745678,-3544.01,23471.4,19927.4
0.745,0,0.05,0.746676,-3544.01,23460.1,19916.1
0.746,0,0.05,0.747674,-3544.01,23448.8,19904.8
0.747,0,0.05,0.748671,-3544.01,23437.5,19893.5
0.748,0,0.05,0.749669,-3544.01,23426.2,19882.2
0.749,0,0.05,0.750667,-3544.01,23414.9,19870.9
0.75,0,0.05,0.751665,-3544.01,23403.7,19859.7
0.751,0,0.05,0.752663,-3544.01,23388,19844
0.752,0,0.05,0.75366,-3544.01,23372.4,19828.4
0.753,0,0.05,0.754658,-3544.01,23356.7,19812.7
0.754,0,0.05,0.755656,-3544.01,23341.1,19797.1
0.755,0,0.05,0.756654,-3544.01,23325.5,19781.5
0.756,0,0.05,0.757652,-3544.01,23309.8,19765.8
0.757,0,0.05,0.75865,-3544.01,23294.2,19750.2
0.758,0,0.05,0.759647,-3544.01,23278.5,19734.5
0.759,0,0.05,0.760645,-3544.01,23262.9,19718.9
0.76,0,0.05,0.761643,-3544.01,23247.3,19703.3
0.761,0,0.05,0.762641,-3544.01,23231.6,19687.6
0.762,0,0.05,0.763639,-3544.01,23216,19672
0.763,0,0.05,0.764637,-3544.01,23200.3,19656.3
0.764,0,0.05,0.765634,-3544.01,23184.7,19640.7
0.765,0,0.05,0.766632,-3544.01,23169.1,19625.1
0.766,0,0.05,0.76763,-3544.01,23153.4,19609.4
0.767,0,0.05,0.768628,-3544.01,23137.8,19593.8
0.768,0,0.05,0.769626,-3544.01,23122.1,19578.1
0.769,0,0.05,0.770624,-3544.01,23106.5,19562.5
0.77,0,0.05,0.771622,-3544.01,23090.9,19546.9
0.771,0,0.05,0.77262,-3544.01,23075.2,19531.2
0.772,0,0.05,0.773618,-3544.01,23059.6,19515.6
0.773,0,0.05,0.774615,-3544.01,23044,19500
0.774,0,0.05,0.775613,-3544.01,23028.3,19484.3
0.775,0,0.05,0.776611,-3544.01,23012.7,19468.7
0.776,0,0.05,0.777609,-3544.01,22997,19453
0.777,0,0.05,0.778607,-3544.01,22981.4,19437.4
0.778,0,0.05,0.779605,-3544.01,22965.8,19421.8
0.779,0,0.05,0.780603,-3544.01,22950.1,19406.1
0.78,0,0.05,0.781601,-3544.01,22934.5,19390.5
0.781,0,0.05,0.782599,-3544.01,22918.8,19374.8
0.782,0,0.05,0.783597,-3544.01,22903.2,19359.2
0.783,0,0.05,0.784595,-3544.01,22887.6,19343.6
0.784,0,0.05,0.785593,-3544.01,22871.9,19327.9
0.785,0,0.05,0.786591,-3544.01,22856.3,19312.3
0.786,0,0.05,0.787589,-3544.01,22840.6,19296.6
0.787,0,0.05,0.788587,-3544.01,22825,19281
0.788,0,0.05,0.789585,-3544.01,22809.4,19265.4
0.789,0,0.05,0.790583,-3544.01,22793.7,19249.7
0.79,0,0.05,0.791581,-3544.01,22778.1,19234.1
0.791,0,0.05,0.792579,-3544.01,22762.5,19218.5
0.792,0,0.05,0.793577,-3544.01,22746.8,19202.8
0.793,0,0.05,0.794575,-3544.01,22731.2,19187.2
0.794,0,0.05,0.795573,-3544.01,22715.5,19171.5
0.795,0,0.05,0.796571,-3544.01,22699.9,19155.9
0.796,0,0.05,0.797569,-3544.01,22684.3,19140.3
0.797,0,0.05,0.798567,-3544.01,22668.6,19124.6
0.798,0,0.05,0.799565,-3544.01,22653,19109
0.799,0,0.05,0.800563,-3544.01,22637.3,19093.3
0.8,0,0.05,0.801561,-3544.01,22621.7,19077.7
0.801,0,0.05,0.802559,-3544.01,22600,19056
0.802,0,0.05,0.803557,-3544.01,22578.3,19034.3
0.803,0,0.05,0.804555,-3544.01,22556.6,19012.6
0.804,0,0.05,0.805553,-3544.01,22534.9,18990.9
0.805,0,0.05,0.806551,-3544.01,22513.2,18969.2
0.806,0,0.05,0.807549,-3544.01,22491.5,18947.5
0.807,0,0.05,0.808547,-3544.01,22469.8,18925.8
0.808,0,0.05,0.809546,-3544.01,22448.1,18904.1
0.809,0,0.05,0.810544,-3544.01,22426.3,18882.3
0.81,0,0.05,0.811542,-3544.01,22404.6,18860.6
0.811,0,0.05,0.81254,-3544.01,22382.9,18838.9
0.812,0,0.05,0.813538,-3544.01,22361.2,18817.2
0.813,0,0.05,0.814536,-3544.01,22339.5,18795.5
0.814,0,0.05,0.815534,-3544.01,22317.8,18773.8
0.815,0,0.05,0.816532,-3544.01,22296.1,18752.1
0.816,0,0.05,0.81753,-3544.01,22274.4,18730.4
0.817,0,0.05,0.818529,-3544.01,22252.7,18708.7
0.818,0,0.05,0.819527,-3544.01,22231,18687
0.819,0,0.05,0.820525,-3544.01,22209.3,18665.3
0.82,0,0.05,0.821523,-3544.01,22187.6,18643.6
0.821,0,0.05,0.822521,-3544.01,22165.9,18621.9
0.822,0,0.05,0.823519,-3544.01,22144.2,18600.2
0.823,0,0.05,0.824517,-3544.01,22122.5,18578.5
0.824,0,0.05,0.825516,-3544.01,22100.8,18556.8
0.825,0,0.05,0.826514,-3544.01,22079.1,18535.1
0.826,0,0.05,0.827512,-3544.01,22057.3,18513.3
0.827,0,0.05,0.82851,-3544.01,22035.6,18491.6
0.828,0,0.05,0.829508,-3544.01,22013.9,18469.9
0.829,0,0.05,0.830507,-3544.01,21992.2,18448.2
0.83,0,0.05,0.831505,-3544.01,21970.5,18426.5
0.831,0,0.05,0.832503,-3544.01,21948.8,18404.8
0.832,0,0.05,0.833501,-3544.01,21927.1,18383.1
0.833,0,0.05,0.834499,-3544.01,21905.4,18361.4
0.834,0,0.05,0.835497,-3544.01,21883.7,18339.7
0.835,0,0.05,0.836496,-3544.01,21862,18318
0.836,0,0.05,0.837494,-3544.01,21840.3,18296.3
0.837,0,0.05,0.838492,-3544.01,21818.6,18274.6
0.838,0,0.05,0.83949,-3544.01,21796.9,18252.9
0.839,0,0.05,0.840489,-3544.01,21775.2,18231.2
0.84,0,0.05,0.841487,-3544.01,21753.5,18209.5
0.841,0,0.05,0.842485,-3544.01,21731.8,18187.8
0.842,0,0.05,0.843483,-3544.01,21710,18166
0.843,0,0.05,0.844482,-3544.01,21688.3,18144.3
0.844,0,0.05,0.84548,-3544.01,21666.6,18122.6
0.845,0,0.05,0.846478,-3544.01,21644.9,18100.9
0.846,0,0.05,0.847476,-3544.01,21623.2,18079.2
0.847,0,0.05,0.848475,-3544.01,21601.5,18057.5
0.848,0,0.05,0.849473,-3544.01,21579.8,18035.8
0.849,0,0.05,0.850471,-3544.01,21558.1,18014.1
0.85,0,0.05,0.851469,-3544.01,21536.4,17992.4
0.851,0,0.05,0.852468,-3544.01,21505.1,17961.1
0.852,0,0.05,0.853466,-3544.01,21473.7,17929.7
0.853,0,0.05,0.854464,-3544.01,21442.4,17898.4
0.854,0,0.05,0.855462,-3544.01,21411.1,17867.1
0.855,0,0.05,0.856461,-3544.01,21379.8,17835.8
0.856,0,0.05,0.857459,-3544.01,21348.4,17804.4
0.857,0,0.05,0.858457,-3544.01,21317.1,17773.1
0.858,0,0.05,0.859456,-3544.01,21285.8,17741.8
0.859,0,0.05,0.860454,-3544.01,21254.4,17710.4
0.86,0,0.05,0.861452,-3544.01,21223.1,17679.1
0.861,0,0.05,0.862451,-3544.01,21191.8,17647.8
0.862,0,0.05,0.863449,-3544.01,21160.5,17616.5
0.863,0,0.05,0.864447,-3544.01,21129.1,17585.1
0.864,0,0.05,0.865446,-3544.01,21097.8,17553.8
0.865,0,0.05,0.866444,-3544.01,21066.5,17522.5
0.866,0,0.05,0.867442,-3544.01,21035.2,17491.2
0.867,0,0.05,0.868441,-3544.01,21003.8,17459.8
0.868,0,0.05,0.869439,-3544.01,20972.5,17428.5
0.869,0,0.05,0.870437,-3544.01,20941.2,17397.2
0.87,0,0.05,0.871436,-3544.01,20909.8,17365.8
0.871,0,0.05,0.872434,-3544.01,20878.5,17334.5
0.872,0,0.05,0.873432,-3544.01,20847.2,17303.2
0.873,0,0.05,0.874431,-3544.01,20815.9,17271.9
0.874,0,0.05,0.875429,-3544.01,20784.5,17240.5
0.875,0,0.05,0.876427,-3544.01,20753.2,17209.2
0.876,0,0.05,0.877426,-3544.01,20721.9,17177.9
0.877,0,0.05,0.878424,-3544.01,20690.5,17146.5
0.878,0,0.05,0.879423,-3544.01,20659.2,17115.2
0.879,0,0.05,0.880421,-3544.01,20627.9,17083.9
0.88,0,0.05,0.881419,-3544.01,20596.6,17052.6
0.881,0,0.05,0.882418,-3544.01,20565.2,17021.2
0.882,0,0.05,0.883416,-3544.01,20533.9,16989.9
0.883,0,0.05,0.884414,-3544.01,20502.6,16958.6
0.884,0,0.05,0.885413,-3544.01,20471.2,16927.2
0.885,0,0.05,0.886411,-3544.01,20439.9,16895.9
0.886,0,0.05,0.88741,-3544.01,20408.6,16864.6
0.887,0,0.05,0.888408,-3544.01,20377.3,16833.3
0.888,0,0.05,0.889407,-3544.01,20345.9,16801.9
0.889,0,0.05,0.890405,-3544.01,20314.6,16770.6
0.89,0,0.05,0.891403,-3544.01,20283.3,16739.3
0.891,0,0.05,0.892402,-3544.01,20252,16708
0.892,0,0.05,0.8934,-3544.01,20220.6,16676.6
0.893,0,0.05,0.894399,-3544.01,20189.3,16645.3
0.894,0,0.05,0.895397,-3544.01,20158,16614
0.895,0,0.05,0.896396,-3544.01,20126.6,16582.6
0.896,0,0.05,0.897394,-3544.01,20095.3,16551.3
0.897,0,0.05,0.898392,-3544.01,20064,16520
0.898,0,0.05,0.899391,-3544.01,20032.7,16488.7
0.899,0,0.05,0.900389,-3544.01,20001.3,16457.3
0.9,0,0.05,0.901388,-3544.01,19970,16426
0.901,0,0.05,0.902386,-3544.01,19920.6,16376.6
